Source_Mol,Target_Mol,Tissue,Source_Organism,Target_Organism,Label
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,kidney,Rat,Human,1
O=C1C=CC(=O)C2=C1C=CC=C2,ClC1=C2C(=O)C3=C(C=CC=C3)C(=O)C2=CC=C1,brain,Rat,Human,1
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCCCOC(C)=O,prostate,Rat,Human,1
COC1=CC2=C(C=C1OC)[C@H]1[C@@H](CO2)OC2=C(C=CC3=C2C[C@@H](O3)C(C)=C)C1=O,CO\N=C1\C[C@]2(C[C@@H]3C[C@@H](C\C=C(C)\C[C@@H](C)\C=C\C=C4/CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@@H]([C@H]1C)C(\C)=C\C(C)C,kidney,Rat,Human,1
OC(=O)\C=C/C(O)=O.CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1,OC(=O)\C=C\C(O)=O,kidney,Rat,Human,1
[Cl-].CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,OC(=O)C(O)=O.OC(=O)C([O-])=O.OC(=O)C([O-])=O.CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](C)C.CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](C)C,kidney,Rat,Human,1
[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,[O-]S(=O)(=O)C(F)(F)F.CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,kidney,Rat,Human,1
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CCCCC(CC)COC(=O)C1=CC=CC=C1C(O)=O,prostate,Rat,Human,1
CCCCCCCCCCCCCCN(CCO)CCO,CCCCCCCCCCCCCCCO,prostate,Rat,Human,1
CCCCCC1=CC=C(O)C=C1,CCC(C)C1=CC=C(O)C=C1,kidney,Rat,Human,1
CCCC[Sn](CCCC)(CCCC)OC(=O)C1=CC=CC=C1,CCCCOCN(C(=O)CCl)C1=C(CC)C=CC=C1CC,prostate,Rat,Human,1
CC(C)(C1=CC(Cl)=C(O)C(Cl)=C1)C1=CC(Cl)=C(O)C(Cl)=C1,CC(C)(NC(=O)C1=CC(Cl)=CC(Cl)=C1)C#C,prostate,Rat,Human,1
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C(Cl)(Cl)Cl,ClC1=CC=C(C=C1)C(C1=CC=CC=C1Cl)C(Cl)(Cl)Cl,prostate,Rat,Human,1
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,C=CC(=O)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,kidney,Rat,Human,1
CS([O-])(=O)=O.CN(C[C@@H](CC[N+]12CCC(CC1)(CC2)C1CCCCC1)C1=CC(Cl)=C(Cl)C=C1)C(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,C[C@H]1[C@H]2[C@H](C[C@H]3[C@@H]4CC[C@H]5C[C@H](CC[C@]5(C)[C@H]4CC[C@]23C)O[C@@H]2O[C@H](CO)[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O)[C@H]3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)O[C@@]11CC[C@H](C)CN1,kidney,Rat,Human,1
CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,CCP(CC)(CC)=[Au]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,kidney,Rat,Human,1
Cl.CN(C)C(=O)NC1(CCN(CC[C@]2(CN(CCO2)C(=O)C2=CC=CC=C2)C2=CC(F)=C(F)C=C2)CC1)C1=CC=CC=C1,Cl.CN(C)C(=O)NC1(CCN(CC[C@]2(CN(CCO2)C(=O)C2=CC=CC=C2)C2=CC(F)=C(F)C=C2)CC1)C1=CC=CC=C1,brain,Rat,Human,1
CON(C(=O)OC)C1=C(COC2=NN(C=C2)C2=CC=C(Cl)C=C2)C=CC=C1,CON(C(=O)OC)C1=C(COC2=NN(C=C2)C2=CC=C(Cl)C=C2)C=CC=C1,kidney,Rat,Human,1
CCN(CC)C1=CC=C2C(C)=CC(=O)OC2=C1,CCOP(=S)(OCC)SCN1C(=O)OC2=CC(Cl)=CC=C12,prostate,Rat,Human,1
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],C1CNCCN1,prostate,Rat,Human,1
CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,CC(C)(C)CC(C)(C)C1=CC=C(O)C=C1,kidney,Rat,Human,1
OC(=O)\C=C/C(O)=O.CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1,Cl.CCC1=CN=C(CCOC2=CC=C(CC3SC(=O)NC3=O)C=C2)C=C1,kidney,Rat,Human,1
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,Cl.CCOC(=O)C1=CC=C(C=C1)[C@H]1CC[C@@H](CC1)NC[C@H](O)COC1=CC=C(O)C(NS(C)(=O)=O)=C1,kidney,Rat,Human,1
[Na+].NC1=C(\N=N\C2=CC=CC=C2C(F)(F)F)C2=C(C=C1)C=C(C=C2O)S([O-])(=O)=O,[Na+].[Na+].CC(=O)NC1=CC(=CC2=C1C(O)=C(N=NC1=CC=CC=C1)C(=C2)S([O-])(=O)=O)S([O-])(=O)=O,kidney,Rat,Human,1
CC1=CC(=CC=C1O)C(C)(C)C1=CC(C)=C(O)C=C1,CC(C)[C@]1(CCC2=CC=C(N)C=C2)CC(O)=C(SC2=CC(C)=C(CO)C=C2C(C)(C)C)C(=O)O1,prostate,Rat,Human,1
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2,kidney,Rat,Human,1
[Ca++].CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1)C1=CC=CC=C1.CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,[Cl-].[Cl-].COC1=CC(=CC=C1[N+]1=NC(=NN1C1=CC=C(C=C1)[N+]([O-])=O)C1=CC=CC=C1)C1=CC=C(C(OC)=C1)[N+]1=NC(=NN1C1=CC=C(C=C1)[N+]([O-])=O)C1=CC=CC=C1,kidney,Rat,Human,1
"CCCCCCCCCCCC*.OS(=O)(=O)C1=CC=CC=C1 |c:18,20,t:16,lp:13:2,15:2,16:2,m:12:20.21.22|",FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.CCCCCCCCCCCCCCN1C=C[N+](C)=C1,kidney,Rat,Human,1
COP(=S)(OC)OC1=CC=C(C=C1)[N+]([O-])=O,CNC1=CC=C(C=C1)[N+]([O-])=O,kidney,Rat,Human,1
CS([O-])(=O)=O.CN(C[C@@H](CC[N+]12CCC(CC1)(CC2)C1CCCCC1)C1=CC(Cl)=C(Cl)C=C1)C(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,CS([O-])(=O)=O.CN(C[C@@H](CC[N+]12CCC(CC1)(CC2)C1CCCCC1)C1=CC(Cl)=C(Cl)C=C1)C(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,kidney,Rat,Human,1
CCCCOC(=O)C1=CC=C(O)C=C1,[Na+].COC1=CC=C(C=C1)C(=O)C(\Br)=C/C([O-])=O,kidney,Rat,Human,1
CCOP(=S)(OCC)SCCSCC,CCOP(=S)(OCC)SCSCC,kidney,Rat,Human,1
N(C1=CC=CC=C1)C1=CC=C2C=CC=CC2=C1,C1=CC2=C(C=C1)C=C1C(C=CC3=C1C=CC=C3)=C2,kidney,Rat,Human,1
OC1=CC=C(C=C1)C(=O)OC1=CC=CC=C1,CC(C)(C)C1=CC=C(OC(=O)C2=C(O)C=CC=C2)C=C1,kidney,Rat,Human,1
CC1=C(CCOC2=CC=C(C[C@H](NC3=C(C=CC=C3)C(=O)C3=CC=CC=C3)C(O)=O)C=C2)N=C(O1)C1=CC=CC=C1,[Ca++].CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1)C1=CC=CC=C1.CC(C)C1=C(C(=O)NC2=CC=CC=C2)C(=C(N1CC[C@@H](O)C[C@@H](O)CC([O-])=O)C1=CC=C(F)C=C1)C1=CC=CC=C1,prostate,Rat,Human,1
CN(C(=O)C(C)(C)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C1=CN=C(C=C1C1=CC=C(F)C=C1C)N1CC[C@@H](O)[C@H]1CO,CN(C(=O)C(C)(C)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C1=CN=C(C=C1C1=CC=C(F)C=C1C)N1CC[C@@H](O)[C@H]1CO,brain,Rat,Human,1
CCOC(=O)C(SP(=S)(OC)OC)C1=CC=CC=C1,CCOC(=O)C1OC1(C)C1=CC=CC=C1,kidney,Rat,Human,1
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,OC(=O)C(F)(F)F.COC1=CC(C2=C(CCC3CCCCC3)SC(NC(=O)C3=CC4=CC(C)=CC(C)=C4N3CC(O)=O)=N2)=C(OC)C=C1Cl,kidney,Rat,Human,1
[O-]C(=O)C1=CC=CC=C1.CC[N+](CC)(CC(=O)NC1=C(C)C=CC=C1C)CC1=CC=CC=C1,CN(C)C(=O)NC1(CCN(CCC[C@]2(CCCN(C2)C(=O)C2=CC=CC=C2)C2=CC(Cl)=C(Cl)C=C2)CC1)C1=CC=CC=C1,kidney,Rat,Human,1
NC1=CC=C(C=C1)\N=N\C1=CC=CC=C1,NC1=CC=C(C=C1)\N=N\C1=CC=C(N)C=C1,kidney,Rat,Human,1
OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O,OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O,kidney,Rat,Human,1
COP(=O)(OC)O\C(=C/Cl)C1=C(Cl)C=C(Cl)C(Cl)=C1,CC(C)=CCl,kidney,Rat,Human,1
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2O,kidney,Rat,Human,1
CC(C)=CC1C(C(=O)OCC2=COC(CC3=CC=CC=C3)=C2)C1(C)C,CC1=C(F)C(F)=C(COC(=O)C2C(\C=C(/Cl)C(F)(F)F)C2(C)C)C(F)=C1F,prostate,Rat,Human,1
N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,OC(=O)C(CC1=CC(I)=C(O)C(I)=C1)C1=CC=CC=C1,kidney,Rat,Human,1
OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O,OC1=CC=C(\C=C\C2=CC(O)=CC(O)=C2)C=C1,kidney,Rat,Human,1
CCC(C)N(C)C(=O)C1=CC2=C(C=CC=C2)C(=N1)C1=CC=CC=C1Cl,CCC(C)N(C)C(=O)C1=CC2=C(C=CC=C2)C(=N1)C1=CC=CC=C1Cl,brain,Rat,Human,1
NC1=CC2=C(C=CC=C2)C=C1,Cl.NC1=CC2=NC3=CC(N)=CC=C3C=C2C=C1,kidney,Rat,Human,1
CC1=C2C=CC=CC2=C(C)C2=C3C=CC=CC3=CC=C12,OC1=CC2=C(C=CC=C2)C2=CC=CC=C12,kidney,Rat,Human,1
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],kidney,Rat,Human,1
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)(C(F)(F)F)C(F)(F)F,OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)(C(F)(F)F)C(F)(F)F,kidney,Rat,Human,1
CC(C)=C[C@@H]1[C@@H](C(=O)O[C@H]2CC(=O)C(CC=C)=C2C)C1(C)C,CC(C)CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,kidney,Rat,Human,1
COP(=S)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O,CN1C(=O)C(=NNC(N)=S)C2=C1C=CC=C2,kidney,Rat,Human,1
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,kidney,Rat,Human,1
[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,[Cl-].[Cl-].[Hg++],kidney,Rat,Human,1
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O,CC(=O)[C@H]1[C@@H](C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C#N,prostate,Rat,Human,1
CCCCCCCCC=CCCCCCCCC1=NCCN1CCO,CCCCCCCCC=CCCCCCCCC1=NCCN1CCO,prostate,Rat,Human,1
CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,CN1C=CNC1=S,prostate,Rat,Human,1
ClC1=C2C(=O)C3=C(C=CC=C3)C(=O)C2=CC=C1,CC1=C(C2=C(O1)C(NC(=O)C1=C(Cl)C=CC=C1Cl)=CC=C2)C(C)(C)O,prostate,Rat,Human,1
OC1=CC2=C(C=C1)C1(OC(=O)C3=C1C=CC=C3)C1=C(O2)C=C(O)C=C1,[Na+].OC1=CC=C(C=C1)C1(OS(=O)(=O)C2=C1C=CC=C2)C1=CC=C([O-])C=C1,kidney,Rat,Human,1
OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,kidney,Rat,Human,1
COC1=CC2=C(C=CC(=O)O2)C(OC)=C1,OC[C@H]1O[C@@H](OC2=CC3=C(OC(=O)C=C3)C=C2O)[C@H](O)[C@@H](O)[C@@H]1O,kidney,Rat,Human,1
CCCCCCOC1=CC=C(O)C=C1,"CC(C)(C)CC(C)(C)C1=CC=C(OCCO)C=C1 |c:16,t:8,10,lp:12:2,15:2,Sg:n:12,13,14::ht|",kidney,Rat,Human,1
OC1=CC=CC=C1C(=O)C1=CC=CC=C1,O=C(OCCOCCOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,brain,Rat,Human,1
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,kidney,Rat,Human,1
[Cl-].[Cl-].[Hg++],[Cl-].[Cl-].[Hg++],brain,Rat,Human,1
CC(C)NC(=O)N1CC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1,CC(C)NC(=O)N1CC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1,kidney,Rat,Human,1
[Na+].CCCCCCCCCCCCOS([O-])(=O)=O,CCCCCCCCCCCCN1CCCC1=O,prostate,Rat,Human,1
N(C1=CC=CC=C1)C1=CC=C2C=CC=CC2=C1,Cl.C[C@@H](NCCCC1=CC=CC(=C1)C(F)(F)F)C1=CC=CC2=CC=CC=C12,kidney,Rat,Human,1
[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)C,kidney,Rat,Human,1
N(C1=CC=CC=C1)C1=CC=C2C=CC=CC2=C1,O=NC1=CC=C(NC2=CC=CC=C2)C=C1,kidney,Rat,Human,1
NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,CCN(CCC#N)C1=CC=C(C=C1)N=NC1=C(Cl)C=C(C=C1Cl)[N+]([O-])=O,kidney,Rat,Human,1
NCC1=CC=CC(=C1)C1CCN(CC1)C(=O)C1=CC=C(O1)C#CC1=CC=CC=C1F,CCN1N=C(CC2=CC=CC=C2)C=C1C1CCN(C[C@H]2C[C@@H](C[C@@H]2C2=CC=CC(F)=C2)N(C)[C@H](C(C)C)C(O)=O)CC1,prostate,Rat,Human,1
C1=CC2=C(N=C1)C1=C(C=CC=N1)C=C2,OS(O)(=O)=O.OC1=C2N=CC=CC2=CC=C1.OC1=C2N=CC=CC2=CC=C1,kidney,Rat,Human,1
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,brain,Rat,Human,1
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,kidney,Rat,Human,1
[Cl-].CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,[Br-].CCCCCCCC[N+](CCCCCCCC)(CCCCCCCC)CCCCCCCC,kidney,Rat,Human,1
CC(O)(CS(=O)(=O)C1=CC=C(F)C=C1)C(=O)NC1=CC(=C(C=C1)C#N)C(F)(F)F,[Na+].CC(C)C1=CC=CC(C(C)C)=C1NC(=O)[N-]S(=O)(=O)C1=CC(=CO1)C(C)(C)O,prostate,Rat,Human,1
ClC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,CN1C2CCC1CC(C2)OC(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,kidney,Rat,Human,1
O=C1C=CC(=O)C2=C1C=CC=C2,N1C2=C(C=CC=C2)N=C1C1=CSC=N1,prostate,Rat,Human,1
[Zn++].CN(C)C([S-])=S.CN(C)C([S-])=S,[Zn++].CN(C)C([S-])=S.CN(C)C([S-])=S,prostate,Rat,Human,1
FC(F)(F)C1=C(Br)C(C#N)=C(N1)C1=CC=C(Cl)C=C1,CCOCN1C(=C(C#N)C(Br)=C1C(F)(F)F)C1=CC=C(Cl)C=C1,kidney,Rat,Human,1
CCCSP(=O)(OCC)OC1=C(Cl)C=C(Br)C=C1,CCCSP(=O)(OCC)OC1=C(Cl)C=C(Br)C=C1,kidney,Rat,Human,1
CC1=C2C=CC=CC2=C(C)C2=C3C=CC=CC3=CC=C12,OC1=C2C=CC3=CC=CC4=CC=C(C=C1)C2=C34,kidney,Rat,Human,1
COC(OC)(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,CC(C)(OOC(C)(C)C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,1
CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(O)=CC=C4[C@H]3CC[C@]12C,kidney,Rat,Human,1
CC12CC1(C)C(=O)N(C2=O)C1=CC(Cl)=CC(Cl)=C1,C[C@]12C3CCC(O3)[C@@]1(C)C(=O)OC2=O,kidney,Rat,Human,1
[Cl-].CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,OC(=O)C(O)=O.OC(=O)C([O-])=O.OC(=O)C([O-])=O.CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](C)C.CN(C)C1=CC=C(C=C1)C(C1=CC=CC=C1)=C1C=CC(C=C1)=[N+](C)C,kidney,Rat,Human,1
NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,NC1=CC(=C(NCCO)C=C1)[N+]([O-])=O,kidney,Rat,Human,1
ClC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,OC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1,kidney,Rat,Human,1
[Na+].CCCCCCCCCCCCCCCCOS([O-])(=O)=O,[Na+].CCCCCCCCCCCCCCCCOS([O-])(=O)=O,prostate,Rat,Human,1
O=C(OC1=CC=CC=C1)C1=CC=CC=C1C(=O)OC1=CC=CC=C1,O=C(OCC(COC(=O)C1=CC=CC=C1)(COC(=O)C1=CC=CC=C1)COC(=O)C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,1
CCCCC(CC)COC(=O)C1=C(C=CC=C1)C(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)C1=C(C=CC=C1)C(=O)OCC(CC)CCCC,kidney,Rat,Human,1
CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,CCCC[Sn](CCCC)(CCCC)OC(=O)C1=CC=CC=C1,kidney,Rat,Human,1
CC1(CCCCC1)C(=O)NC1=C(Cl)C(Cl)=C(O)C=C1,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)CC=C,kidney,Rat,Human,1
OC(=O)\C=C/C(O)=O.CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1,CC(=O)OCC1=C(N2[C@H](SC1)[C@H](NC(=O)CC1=CC=CS1)C2=O)C(O)=O,kidney,Rat,Human,1
[Na+].COC1=CC=C(C=C1)\N=N\C1=C(OC)C=C(\N=N\C2=CC=C(C=C2)S([O-])(=O)=O)C(C)=C1,COC1=CC(OC)=C(C=C1)S(=O)(=O)N1C(=O)[C@@](N2C[C@H](O)C[C@H]2C(=O)N(C)C)(C2=CC(Cl)=CC=C12)C1=CC=CC=C1OC,prostate,Rat,Human,1
CC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1N,CC(C)=CCC1=C(O)C(=O)C2=C(C=CC=C2)C1=O,kidney,Rat,Human,1
[Na+].NC1=C(\N=N\C2=CC=CC=C2C(F)(F)F)C2=C(C=C1)C=C(C=C2O)S([O-])(=O)=O,[Na+].[Na+].[Na+].OC1=C(C=C2C=C(C=CC2=C1\N=N/C1=C2C=CC=CC2=C(C=C1)S([O-])(=O)=O)S([O-])(=O)=O)S([O-])(=O)=O,kidney,Rat,Human,1
CC1=NC(NC2=CC=CC=C2)=NC(=C1)C1CC1,Cl.CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=C1C=CC=C2,kidney,Rat,Human,1
CC(C)OC1=CC=CC(NC(=O)C2=C(C)C=CC=C2)=C1,CC(=O)OC1=C(C=CC=C1)C(=O)NC1=NC=C(S1)[N+]([O-])=O,kidney,Rat,Human,1
OC1=CC2=C(C=C1)C1(OC(=O)C3=C1C=CC=C3)C1=C(O2)C=C(O)C=C1,OC1=CC2=CC=C(SSC3=CC4=CC=C(O)C=C4C=C3)C=C2C=C1,kidney,Rat,Human,1
CCN(CC)C(=S)SSC(=S)N(CC)CC,[Zn++].CCN(CC)C([S-])=S.CCN(CC)C([S-])=S,kidney,Rat,Human,1
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,BrC1CCC(Br)C(Br)CCC(Br)C(Br)CCC1Br,kidney,Rat,Human,1
CCN(CC)C(=O)C1=CC=CC(C)=C1,CC1=CC(C)=CC=C1,kidney,Rat,Human,1
"CCCCCCCCCCCC*.OS(=O)(=O)C1=CC=CC=C1 |c:18,20,t:16,lp:13:2,15:2,16:2,m:12:20.21.22|",Cl.CCCCCCCCCCOCC(O)CN,kidney,Rat,Human,1
ClC12C(=O)C3(Cl)C4(Cl)C1(Cl)C1(Cl)C2(Cl)C3(Cl)C4(Cl)C1(Cl)Cl,ClC12C(=O)C3(Cl)C4(Cl)C1(Cl)C1(Cl)C2(Cl)C3(Cl)C4(Cl)C1(Cl)Cl,prostate,Rat,Human,1
FC(F)(F)C1=C(Br)C(C#N)=C(N1)C1=CC=C(Cl)C=C1,C[C@@H]1CC(=O)NN=C1C1=CC=C(NN=C(C#N)C#N)C=C1,kidney,Rat,Human,1
FC(F)C(F)(F)OCC(CN1C=NC=N1)C1=C(Cl)C=C(Cl)C=C1,FC(F)C(F)(F)OCC(CN1C=NC=N1)C1=C(Cl)C=C(Cl)C=C1,brain,Rat,Human,1
NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,NC1=CC=C(C(N)=C1)[N+]([O-])=O,kidney,Rat,Human,1
FC(F)(F)C1=C(Br)C(C#N)=C(N1)C1=CC=C(Cl)C=C1,CCOCN1C(=C(C#N)C(Br)=C1C(F)(F)F)C1=CC=C(Cl)C=C1,kidney,Rat,Human,1
CC(C)(C)C1=CC=C(OC2CCCCC2OS(=O)OCC#C)C=C1,CCC(C)C1CCCCC1=O,prostate,Rat,Human,1
O[N+]([O-])=O.ClC1=CC=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=C1,CCC1=C(N(N=C1C(=O)NN1CCCCC1)C1=CC=C(Cl)C=C1Cl)C1=CC=C(Br)C=C1,prostate,Rat,Human,1
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CCCCC(CC)COCC1CO1,kidney,Rat,Human,1
[Na+].CCCCCCCCCCCCOS([O-])(=O)=O,C\C=C/C\C=C\CCCCCCCCOC(C)=O,brain,Rat,Human,1
CC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1N,Cl.C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(C=CC=C1)C3=O)C(C)=O,kidney,Rat,Human,1
CCCCCCC(C)OC(=O)COC1=NC(F)=C(Cl)C(N)=C1Cl,CCCCCCC(C)OC(=O)COC1=NC(F)=C(Cl)C(N)=C1Cl,kidney,Rat,Human,1
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CCCC(=NOCC)C1=C(O)CC(CC(C)SCC)CC1=O,prostate,Rat,Human,1
[Na+].OC1=C(N=NC2=CC=C(C=C2)S([O-])(=O)=O)C2=CC=CC=C2C=C1,[Na+].[Na+].OC1=C(N=NC2=CC=C(C=C2)S([O-])(=O)=O)C2=C(C=C1)C=C(C=C2)S([O-])(=O)=O,prostate,Rat,Human,1
CC1(C)NC(=O)N(C1=O)C1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,CNC1=C(Cl)C(=O)N(N=C1)C1=CC=CC(=C1)C(F)(F)F,prostate,Rat,Human,1
CC1=C2C=CC=CC2=C(C)C2=C3C=CC=CC3=CC=C12,C1=CC2=CC3=CC=C4C=CC=C5C=CC(=C2C=C1)C3=C45,kidney,Rat,Human,1
CCN(CC)C1=CC=C2C(C)=CC(=O)OC2=C1,CN(C)C1=CC2=C(C=C1)C(C)=CC(=O)O2,prostate,Rat,Human,1
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,COC1=C(OC)C=C(C=C1)C(=CC(=O)N1CCOCC1)C1=CC=C(Cl)C=C1,prostate,Rat,Human,1
CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)S(N)(=O)=O)[N+]([O-])=O,kidney,Rat,Human,1
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,NCCCO.CC(CC1=CC(C)=CC(=O)N1O)CC(C)(C)C,kidney,Rat,Human,1
